channel_id,distinction_id,target_distinction_id,decoder_id,decoder_policy_id,threshold_id,threshold_value,threshold_fraction,success_probability,success_fraction,chance_success_probability,excess_success_over_chance,normalized_recovery_advantage,support_exact_recovered,probabilistic_recovered,allowed_for_prob_non_erasure,recovery_status,recovery_provenance_class,registry_digest,cascade_evidence_status,theorem_transfer_class,notes
comp_identity_then_marginal_degrade_0_10,D_parity,E_parity,dec::comp_identity_then_marginal_degrade_0_10::D_parity::E_parity::bayes_optimal_decoder,bayes_best_target_policy,threshold_0_95,0.95,19/20,0.9,9/10,0.5,0.4,0.8,0,0,1,not_recovered_below_threshold,optimized_policy_search,unregistered_legacy_source,path_rows_retained,optimized_policy_search_measurement,Bayes-best target policy diagnostic; fixed policy remains default formal target
comp_identity_then_marginal_degrade_0_10,D_parity,E_parity,dec::comp_identity_then_marginal_degrade_0_10::D_parity::E_parity::bayes_optimal_decoder,bayes_best_target_policy,threshold_0_99,0.99,99/100,0.9,9/10,0.5,0.4,0.8,0,0,1,not_recovered_below_threshold,optimized_policy_search,unregistered_legacy_source,path_rows_retained,optimized_policy_search_measurement,Bayes-best target policy diagnostic; fixed policy remains default formal target
comp_identity_then_marginal_degrade_0_10,D_parity,E_parity,dec::comp_identity_then_marginal_degrade_0_10::D_parity::E_parity::bayes_optimal_decoder,bayes_best_target_policy,threshold_1_00,1.0,1,0.9,9/10,0.5,0.4,0.8,0,0,1,not_recovered_below_threshold,optimized_policy_search,unregistered_legacy_source,path_rows_retained,optimized_policy_search_measurement,Bayes-best target policy diagnostic; fixed policy remains default formal target
identity_channel,D_A,E_A,dec::identity_channel::D_A::E_A::bayes_optimal_decoder,fixed_declared_target_policy,threshold_0_80,0.8,4/5,1.0,1,0.5,0.5,1.0,1,1,1,recovered_fixed_declared,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,fixed_declared_policy_unregistered_measurement,fixed-declared target policy recovers this distinction at threshold
identity_channel,D_A,E_A,dec::identity_channel::D_A::E_A::bayes_optimal_decoder,fixed_declared_target_policy,threshold_0_90,0.9,9/10,1.0,1,0.5,0.5,1.0,1,1,1,recovered_fixed_declared,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,fixed_declared_policy_unregistered_measurement,fixed-declared target policy recovers this distinction at threshold
identity_channel,D_A,E_A,dec::identity_channel::D_A::E_A::bayes_optimal_decoder,fixed_declared_target_policy,threshold_0_95,0.95,19/20,1.0,1,0.5,0.5,1.0,1,1,1,recovered_fixed_declared,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,fixed_declared_policy_unregistered_measurement,fixed-declared target policy recovers this distinction at threshold
identity_channel,D_A,E_A,dec::identity_channel::D_A::E_A::bayes_optimal_decoder,fixed_declared_target_policy,threshold_0_99,0.99,99/100,1.0,1,0.5,0.5,1.0,1,1,1,recovered_fixed_declared,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,fixed_declared_policy_unregistered_measurement,fixed-declared target policy recovers this distinction at threshold
identity_channel,D_A,E_A,dec::identity_channel::D_A::E_A::bayes_optimal_decoder,fixed_declared_target_policy,threshold_1_00,1.0,1,1.0,1,0.5,0.5,1.0,1,1,1,recovered_fixed_declared,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,fixed_declared_policy_unregistered_measurement,fixed-declared target policy recovers this distinction at threshold
identity_channel,D_A,E_joint,dec::identity_channel::D_A::E_joint::bayes_optimal_decoder,bayes_best_target_policy,threshold_0_80,0.8,4/5,1.0,1,0.5,0.5,1.0,1,1,0,recovered_bayes_best_diagnostic,optimized_policy_search,unregistered_legacy_source,path_rows_retained,optimized_policy_search_measurement,Bayes-best target policy diagnostic; fixed policy remains default formal target
identity_channel,D_A,E_joint,dec::identity_channel::D_A::E_joint::bayes_optimal_decoder,bayes_best_target_policy,threshold_0_90,0.9,9/10,1.0,1,0.5,0.5,1.0,1,1,0,recovered_bayes_best_diagnostic,optimized_policy_search,unregistered_legacy_source,path_rows_retained,optimized_policy_search_measurement,Bayes-best target policy diagnostic; fixed policy remains default formal target
identity_channel,D_A,E_joint,dec::identity_channel::D_A::E_joint::bayes_optimal_decoder,bayes_best_target_policy,threshold_0_95,0.95,19/20,1.0,1,0.5,0.5,1.0,1,1,0,recovered_bayes_best_diagnostic,optimized_policy_search,unregistered_legacy_source,path_rows_retained,optimized_policy_search_measurement,Bayes-best target policy diagnostic; fixed policy remains default formal target
identity_channel,D_A,E_joint,dec::identity_channel::D_A::E_joint::bayes_optimal_decoder,bayes_best_target_policy,threshold_0_99,0.99,99/100,1.0,1,0.5,0.5,1.0,1,1,0,recovered_bayes_best_diagnostic,optimized_policy_search,unregistered_legacy_source,path_rows_retained,optimized_policy_search_measurement,Bayes-best target policy diagnostic; fixed policy remains default formal target
identity_channel,D_A,E_joint,dec::identity_channel::D_A::E_joint::bayes_optimal_decoder,bayes_best_target_policy,threshold_1_00,1.0,1,1.0,1,0.5,0.5,1.0,1,1,0,recovered_bayes_best_diagnostic,optimized_policy_search,unregistered_legacy_source,path_rows_retained,optimized_policy_search_measurement,Bayes-best target policy diagnostic; fixed policy remains default formal target
identity_channel,D_B,E_B,dec::identity_channel::D_B::E_B::bayes_optimal_decoder,fixed_declared_target_policy,threshold_0_80,0.8,4/5,1.0,1,0.5,0.5,1.0,1,1,1,recovered_fixed_declared,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,fixed_declared_policy_unregistered_measurement,fixed-declared target policy recovers this distinction at threshold
identity_channel,D_B,E_B,dec::identity_channel::D_B::E_B::bayes_optimal_decoder,fixed_declared_target_policy,threshold_0_90,0.9,9/10,1.0,1,0.5,0.5,1.0,1,1,1,recovered_fixed_declared,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,fixed_declared_policy_unregistered_measurement,fixed-declared target policy recovers this distinction at threshold
identity_channel,D_B,E_B,dec::identity_channel::D_B::E_B::bayes_optimal_decoder,fixed_declared_target_policy,threshold_0_95,0.95,19/20,1.0,1,0.5,0.5,1.0,1,1,1,recovered_fixed_declared,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,fixed_declared_policy_unregistered_measurement,fixed-declared target policy recovers this distinction at threshold
identity_channel,D_B,E_B,dec::identity_channel::D_B::E_B::bayes_optimal_decoder,fixed_declared_target_policy,threshold_0_99,0.99,99/100,1.0,1,0.5,0.5,1.0,1,1,1,recovered_fixed_declared,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,fixed_declared_policy_unregistered_measurement,fixed-declared target policy recovers this distinction at threshold
identity_channel,D_B,E_B,dec::identity_channel::D_B::E_B::bayes_optimal_decoder,fixed_declared_target_policy,threshold_1_00,1.0,1,1.0,1,0.5,0.5,1.0,1,1,1,recovered_fixed_declared,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,fixed_declared_policy_unregistered_measurement,fixed-declared target policy recovers this distinction at threshold
identity_channel,D_B,E_joint,dec::identity_channel::D_B::E_joint::bayes_optimal_decoder,bayes_best_target_policy,threshold_0_80,0.8,4/5,1.0,1,0.5,0.5,1.0,1,1,0,recovered_bayes_best_diagnostic,optimized_policy_search,unregistered_legacy_source,path_rows_retained,optimized_policy_search_measurement,Bayes-best target policy diagnostic; fixed policy remains default formal target
identity_channel,D_B,E_joint,dec::identity_channel::D_B::E_joint::bayes_optimal_decoder,bayes_best_target_policy,threshold_0_90,0.9,9/10,1.0,1,0.5,0.5,1.0,1,1,0,recovered_bayes_best_diagnostic,optimized_policy_search,unregistered_legacy_source,path_rows_retained,optimized_policy_search_measurement,Bayes-best target policy diagnostic; fixed policy remains default formal target
identity_channel,D_B,E_joint,dec::identity_channel::D_B::E_joint::bayes_optimal_decoder,bayes_best_target_policy,threshold_0_95,0.95,19/20,1.0,1,0.5,0.5,1.0,1,1,0,recovered_bayes_best_diagnostic,optimized_policy_search,unregistered_legacy_source,path_rows_retained,optimized_policy_search_measurement,Bayes-best target policy diagnostic; fixed policy remains default formal target
identity_channel,D_B,E_joint,dec::identity_channel::D_B::E_joint::bayes_optimal_decoder,bayes_best_target_policy,threshold_0_99,0.99,99/100,1.0,1,0.5,0.5,1.0,1,1,0,recovered_bayes_best_diagnostic,optimized_policy_search,unregistered_legacy_source,path_rows_retained,optimized_policy_search_measurement,Bayes-best target policy diagnostic; fixed policy remains default formal target
identity_channel,D_B,E_joint,dec::identity_channel::D_B::E_joint::bayes_optimal_decoder,bayes_best_target_policy,threshold_1_00,1.0,1,1.0,1,0.5,0.5,1.0,1,1,0,recovered_bayes_best_diagnostic,optimized_policy_search,unregistered_legacy_source,path_rows_retained,optimized_policy_search_measurement,Bayes-best target policy diagnostic; fixed policy remains default formal target
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::bayes_optimal_decoder,fixed_declared_target_policy,threshold_0_80,0.8,4/5,1.0,1,0.25,0.75,1.0,1,1,1,recovered_fixed_declared,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,fixed_declared_policy_unregistered_measurement,fixed-declared target policy recovers this distinction at threshold
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::bayes_optimal_decoder,fixed_declared_target_policy,threshold_0_90,0.9,9/10,1.0,1,0.25,0.75,1.0,1,1,1,recovered_fixed_declared,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,fixed_declared_policy_unregistered_measurement,fixed-declared target policy recovers this distinction at threshold
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::bayes_optimal_decoder,fixed_declared_target_policy,threshold_0_95,0.95,19/20,1.0,1,0.25,0.75,1.0,1,1,1,recovered_fixed_declared,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,fixed_declared_policy_unregistered_measurement,fixed-declared target policy recovers this distinction at threshold
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::bayes_optimal_decoder,fixed_declared_target_policy,threshold_0_99,0.99,99/100,1.0,1,0.25,0.75,1.0,1,1,1,recovered_fixed_declared,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,fixed_declared_policy_unregistered_measurement,fixed-declared target policy recovers this distinction at threshold
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::bayes_optimal_decoder,fixed_declared_target_policy,threshold_1_00,1.0,1,1.0,1,0.25,0.75,1.0,1,1,1,recovered_fixed_declared,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,fixed_declared_policy_unregistered_measurement,fixed-declared target policy recovers this distinction at threshold
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::bayes_optimal_decoder,bayes_best_target_policy,threshold_0_80,0.8,4/5,1.0,1,0.25,0.75,1.0,1,1,1,recovered_bayes_best_diagnostic,optimized_policy_search,unregistered_legacy_source,path_rows_retained,optimized_policy_search_measurement,Bayes-best target policy diagnostic; fixed policy remains default formal target
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::bayes_optimal_decoder,bayes_best_target_policy,threshold_0_90,0.9,9/10,1.0,1,0.25,0.75,1.0,1,1,1,recovered_bayes_best_diagnostic,optimized_policy_search,unregistered_legacy_source,path_rows_retained,optimized_policy_search_measurement,Bayes-best target policy diagnostic; fixed policy remains default formal target
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::bayes_optimal_decoder,bayes_best_target_policy,threshold_0_95,0.95,19/20,1.0,1,0.25,0.75,1.0,1,1,1,recovered_bayes_best_diagnostic,optimized_policy_search,unregistered_legacy_source,path_rows_retained,optimized_policy_search_measurement,Bayes-best target policy diagnostic; fixed policy remains default formal target
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::bayes_optimal_decoder,bayes_best_target_policy,threshold_0_99,0.99,99/100,1.0,1,0.25,0.75,1.0,1,1,1,recovered_bayes_best_diagnostic,optimized_policy_search,unregistered_legacy_source,path_rows_retained,optimized_policy_search_measurement,Bayes-best target policy diagnostic; fixed policy remains default formal target
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::bayes_optimal_decoder,bayes_best_target_policy,threshold_1_00,1.0,1,1.0,1,0.25,0.75,1.0,1,1,1,recovered_bayes_best_diagnostic,optimized_policy_search,unregistered_legacy_source,path_rows_retained,optimized_policy_search_measurement,Bayes-best target policy diagnostic; fixed policy remains default formal target
identity_channel,D_parity,E_parity,dec::identity_channel::D_parity::E_parity::bayes_optimal_decoder,fixed_declared_target_policy,threshold_0_80,0.8,4/5,1.0,1,0.5,0.5,1.0,1,1,1,recovered_fixed_declared,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,fixed_declared_policy_unregistered_measurement,fixed-declared target policy recovers this distinction at threshold
identity_channel,D_parity,E_parity,dec::identity_channel::D_parity::E_parity::bayes_optimal_decoder,fixed_declared_target_policy,threshold_0_90,0.9,9/10,1.0,1,0.5,0.5,1.0,1,1,1,recovered_fixed_declared,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,fixed_declared_policy_unregistered_measurement,fixed-declared target policy recovers this distinction at threshold
identity_channel,D_parity,E_parity,dec::identity_channel::D_parity::E_parity::bayes_optimal_decoder,fixed_declared_target_policy,threshold_0_95,0.95,19/20,1.0,1,0.5,0.5,1.0,1,1,1,recovered_fixed_declared,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,fixed_declared_policy_unregistered_measurement,fixed-declared target policy recovers this distinction at threshold
identity_channel,D_parity,E_parity,dec::identity_channel::D_parity::E_parity::bayes_optimal_decoder,fixed_declared_target_policy,threshold_0_99,0.99,99/100,1.0,1,0.5,0.5,1.0,1,1,1,recovered_fixed_declared,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,fixed_declared_policy_unregistered_measurement,fixed-declared target policy recovers this distinction at threshold
identity_channel,D_parity,E_parity,dec::identity_channel::D_parity::E_parity::bayes_optimal_decoder,fixed_declared_target_policy,threshold_1_00,1.0,1,1.0,1,0.5,0.5,1.0,1,1,1,recovered_fixed_declared,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,fixed_declared_policy_unregistered_measurement,fixed-declared target policy recovers this distinction at threshold
identity_channel,D_parity,E_parity,dec::identity_channel::D_parity::E_parity::bayes_optimal_decoder,bayes_best_target_policy,threshold_0_80,0.8,4/5,1.0,1,0.5,0.5,1.0,1,1,1,recovered_bayes_best_diagnostic,optimized_policy_search,unregistered_legacy_source,path_rows_retained,optimized_policy_search_measurement,Bayes-best target policy diagnostic; fixed policy remains default formal target
identity_channel,D_parity,E_parity,dec::identity_channel::D_parity::E_parity::bayes_optimal_decoder,bayes_best_target_policy,threshold_0_90,0.9,9/10,1.0,1,0.5,0.5,1.0,1,1,1,recovered_bayes_best_diagnostic,optimized_policy_search,unregistered_legacy_source,path_rows_retained,optimized_policy_search_measurement,Bayes-best target policy diagnostic; fixed policy remains default formal target
identity_channel,D_parity,E_parity,dec::identity_channel::D_parity::E_parity::bayes_optimal_decoder,bayes_best_target_policy,threshold_0_95,0.95,19/20,1.0,1,0.5,0.5,1.0,1,1,1,recovered_bayes_best_diagnostic,optimized_policy_search,unregistered_legacy_source,path_rows_retained,optimized_policy_search_measurement,Bayes-best target policy diagnostic; fixed policy remains default formal target
identity_channel,D_parity,E_parity,dec::identity_channel::D_parity::E_parity::bayes_optimal_decoder,bayes_best_target_policy,threshold_0_99,0.99,99/100,1.0,1,0.5,0.5,1.0,1,1,1,recovered_bayes_best_diagnostic,optimized_policy_search,unregistered_legacy_source,path_rows_retained,optimized_policy_search_measurement,Bayes-best target policy diagnostic; fixed policy remains default formal target
identity_channel,D_parity,E_parity,dec::identity_channel::D_parity::E_parity::bayes_optimal_decoder,bayes_best_target_policy,threshold_1_00,1.0,1,1.0,1,0.5,0.5,1.0,1,1,1,recovered_bayes_best_diagnostic,optimized_policy_search,unregistered_legacy_source,path_rows_retained,optimized_policy_search_measurement,Bayes-best target policy diagnostic; fixed policy remains default formal target
